survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
0,3,0,0.4404269972451791,2,0,0.11798596426710795,0,Third,man,True,Southampton,no,False
0,2,0,0.543732782369146,0,0,0.14301329002073693,0,Second,man,True,Southampton,no,True
0,3,1,0.26825068870523416,5,2,0.6387926954259582,0,Third,woman,False,Southampton,no,False
0,2,0,0.3543388429752066,0,0,1.0,0,Second,man,True,Southampton,no,True
0,3,0,0.4404269972451791,1,0,0.1968707330112129,1,Third,man,True,Cherbourg,no,False
1,3,0,0.543732782369146,0,0,0.7694904981289095,0,Third,man,True,Southampton,yes,True
0,3,0,0.42320936639118456,0,0,0.10419539701510833,0,Third,man,True,Southampton,no,True
1,2,0,0.007059228650137741,0,2,0.39498908672394006,0,Second,child,False,Southampton,yes,False
1,3,1,0.5092975206611571,0,0,0.16991340885797077,0,Third,woman,False,Southampton,yes,True
0,3,0,0.3715564738292011,0,0,0.1225828200177745,0,Third,man,True,Southampton,no,True
1,3,0,0.49207988980716255,0,0,0.12939297668542865,0,Third,man,True,Southampton,yes,True
1,3,1,0.474862258953168,0,0,0.10606819009871321,2,Third,woman,False,Queenstown,yes,True
0,1,0,0.474862258953168,0,0,0.6415167580930199,0,First,man,True,Southampton,no,True
1,2,1,0.28546831955922863,0,0,0.14301329002073693,0,Second,woman,False,Southampton,yes,True
1,3,1,0.5609504132231405,3,0,0.2158819663646362,0,Third,woman,False,Southampton,yes,False
0,3,0,0.26825068870523416,1,3,0.46819827090122207,0,Third,man,True,Southampton,no,False
1,1,1,0.3887741046831956,3,2,1.0,0,First,woman,False,Southampton,yes,False
0,3,0,0.4059917355371901,0,0,0.10964352234923165,0,Third,man,True,Southampton,no,True
0,3,0,0.49207988980716255,0,0,0.10964352234923165,0,Third,man,True,Southampton,no,True
0,3,0,0.33712121212121215,0,0,0.10697666499817828,0,Third,man,True,Southampton,no,True
0,1,0,0.7847796143250689,1,0,0.8332226682874838,0,First,man,True,Southampton,no,False
0,3,0,0.4404269972451791,1,2,0.2802379468739678,0,Third,man,True,Southampton,no,False
0,3,0,1.0,0,0,0.09874727168098502,0,Third,man,True,Southampton,no,True
0,1,0,1.0,0,0,0.4720010623844402,1,First,man,True,Cherbourg,no,True
1,1,0,0.3887741046831956,0,1,0.8629598983924625,1,First,man,True,Cherbourg,yes,False
1,2,1,0.578168044077135,0,1,0.3132672067120904,0,Second,woman,False,Southampton,yes,False
0,2,0,0.578168044077135,1,0,0.35412814671801524,0,Second,man,True,Southampton,no,False
0,3,1,0.474862258953168,0,0,0.1075432700329271,0,Third,woman,False,Southampton,no,True
0,1,0,0.3543388429752066,0,1,1.0,0,First,man,True,Southampton,no,False
0,3,0,0.5609504132231405,0,0,0.1178729156664249,0,Third,man,True,Southampton,no,True
0,3,0,0.6298209366391184,2,0,0.1079409831823181,0,Third,man,True,Southampton,no,False
1,3,1,0.3543388429752066,0,0,0.10419539701510833,0,Third,woman,False,Southampton,yes,True
1,3,0,0.474862258953168,0,0,0.10589793618202187,0,Third,man,True,Southampton,yes,True
0,3,0,0.647038567493113,0,0,0.1075432700329271,0,Third,man,True,Southampton,no,True
1,3,1,0.474862258953168,1,0,0.3289305670476949,2,Third,woman,False,Queenstown,yes,False
0,1,0,0.8019972451790633,0,0,0.7082562934360305,0,First,man,True,Southampton,no,True
0,3,1,0.24242424242424243,1,0,0.1968707330112129,1,Third,child,False,Cherbourg,no,False
0,3,0,0.3715564738292011,0,0,0.10964352234923165,0,Third,man,True,Southampton,no,True
0,3,1,0.33712121212121215,1,0,0.13381957851940382,0,Third,woman,False,Southampton,no,False
0,3,1,0.28546831955922863,0,0,0.19692657629588767,1,Third,woman,False,Cherbourg,no,True
0,3,0,0.3543388429752066,0,0,0.1079409831823181,0,Third,man,True,Southampton,no,True
0,3,0,1.0,0,0,0.10555742834863915,2,Third,man,True,Queenstown,no,True
0,2,0,0.49207988980716255,1,0,0.28602658004147385,0,Second,man,True,Southampton,no,False
0,1,0,0.4059917355371901,0,1,1.0,1,First,man,True,Cherbourg,no,False
0,3,1,0.027203856749311296,4,2,0.4259752995617664,0,Third,child,False,Southampton,no,False
0,2,0,0.3543388429752066,2,0,1.0,0,Second,man,True,Southampton,no,False
0,2,0,0.5523415977961432,1,0,0.4095737182433881,1,Second,man,True,Cherbourg,no,False
1,2,1,0.5523415977961432,0,0,0.17706407335900762,0,Second,woman,False,Southampton,yes,True
0,1,0,0.9225206611570248,0,1,1.0,0,First,man,True,Southampton,no,False
1,3,0,0.1993801652892562,1,0,0.15311547642153506,1,Third,child,False,Cherbourg,yes,False
0,3,0,0.474862258953168,0,0,0.10555742834863915,2,Third,man,True,Queenstown,no,True
1,3,0,0.4059917355371901,0,0,0.09727219174677113,0,Third,man,True,Southampton,yes,True
1,3,1,0.474862258953168,1,1,0.3045270516448231,1,Third,woman,False,Cherbourg,yes,False
0,3,0,0.7675619834710744,0,0,0.09500168551377523,0,Third,man,True,Southampton,no,True
0,3,0,0.5609504132231405,0,0,0.1075432700329271,1,Third,man,True,Cherbourg,no,True
0,3,0,0.33712121212121215,0,0,0.09602320901392336,0,Third,man,True,Southampton,no,True
0,3,1,0.8019972451790633,1,0,0.19749454336197003,0,Third,woman,False,Southampton,no,False
0,2,0,0.42320936639118456,0,0,0.17706407335900762,0,Second,man,True,Southampton,no,True
0,2,0,0.3887741046831956,0,0,0.2049285103803813,1,Second,man,True,Cherbourg,no,True
1,1,1,0.31990358126721763,0,2,0.35798678148590807,0,First,woman,False,Southampton,yes,False
0,1,0,0.6298209366391184,1,0,0.7232386381048695,0,First,man,True,Southampton,no,False
0,3,0,0.26825068870523416,0,0,0.1255343419175358,0,Third,man,True,Southampton,no,True
0,1,0,0.4059917355371901,0,0,1.0,1,First,man,True,Cherbourg,no,True
0,3,1,0.474862258953168,0,2,0.20765257304744292,1,Third,woman,False,Cherbourg,no,False
1,3,1,0.3715564738292011,0,0,0.10555742834863915,0,Third,woman,False,Southampton,yes,True
1,3,1,0.4059917355371901,1,0,0.2158819663646362,0,Third,woman,False,Southampton,yes,False
0,3,0,0.31990358126721763,0,0,0.09193711501333088,2,Third,man,True,Queenstown,no,True
0,2,0,0.30268595041322316,0,0,0.1566336033560452,0,Second,man,True,Southampton,no,True
0,2,0,0.31990358126721763,1,1,0.5005465150725792,0,Second,man,True,Southampton,no,False
1,3,0,0.45764462809917356,0,0,0.10618123869939627,0,Third,man,True,Southampton,yes,True
0,3,1,0.14772727272727273,2,2,0.46819827090122207,0,Third,child,False,Southampton,no,False
0,2,0,0.6212121212121212,0,2,0.35412814671801524,0,Second,man,True,Southampton,no,False
0,2,0,0.7159090909090909,0,0,0.17706407335900762,0,Second,man,True,Southampton,no,True
0,2,0,0.8708677685950413,0,0,0.1705944245247362,0,Second,man,True,Southampton,no,True
1,1,1,0.3715564738292011,1,0,0.9071128681315312,0,First,woman,False,Southampton,yes,False
0,3,0,0.9483471074380165,0,0,0.10964352234923165,0,Third,man,True,Southampton,no,True
0,3,0,0.6900826446280992,0,2,0.19749454336197003,0,Third,man,True,Southampton,no,False
0,3,0,0.474862258953168,0,0,0.09959854126444179,0,Third,man,True,Southampton,no,True
0,1,0,0.8708677685950413,0,1,0.8360039362705538,1,First,man,True,Cherbourg,no,False
1,3,1,0.26825068870523416,0,0,0.1053299691159395,2,Third,woman,False,Queenstown,yes,True
0,3,0,0.5092975206611571,0,0,0.10964352234923165,0,Third,man,True,Southampton,no,True
0,3,0,0.474862258953168,0,0,0.11798596426710795,0,Third,man,True,Southampton,no,True
0,3,0,0.474862258953168,8,2,0.9472927924706906,0,Third,man,True,Southampton,no,False
0,3,0,0.7503443526170799,0,1,0.2192870446984633,0,Third,man,True,Southampton,no,False
1,2,1,0.681473829201102,0,0,0.21451993503110536,0,Second,woman,False,Southampton,yes,True
0,3,0,0.4404269972451791,0,0,0.10589793618202187,0,Third,man,True,Southampton,no,True
0,3,0,0.28546831955922863,0,0,0.11798596426710795,0,Third,man,True,Southampton,no,True
0,3,0,0.009986225895316805,4,1,0.5405561854950472,0,Third,child,False,Southampton,no,False
1,3,0,0.14772727272727273,0,2,0.2795569312072024,0,Third,child,False,Southampton,yes,False
1,1,1,0.474862258953168,0,1,0.7491172334419552,0,First,woman,False,Southampton,yes,False
0,3,1,0.7675619834710744,1,4,0.38000674205510093,0,Third,woman,False,Southampton,no,False
0,1,0,0.474862258953168,0,0,0.3531066232178671,0,First,man,True,Southampton,no,True
0,3,0,0.474862258953168,0,0,0.7694904981289095,0,Third,man,True,Southampton,no,True
0,1,0,1.0,0,0,0.45628049673282733,0,First,man,True,Southampton,no,True
0,3,0,0.061639118457300274,4,1,0.3966916258908536,2,Third,child,False,Queenstown,no,False
1,3,1,0.009986225895316805,1,1,0.15163903445598764,0,Third,child,False,Southampton,yes,False
0,1,0,0.9569559228650137,0,0,0.4180864140779558,1,First,man,True,Cherbourg,no,True
0,3,0,0.30268595041322316,1,1,0.10697666499817828,0,Third,man,True,Southampton,no,False
0,3,0,0.474862258953168,3,1,0.3468644336162953,0,Third,man,True,Southampton,no,False
0,1,1,0.8536501377410468,0,0,0.3910732466400389,1,First,woman,False,Cherbourg,no,True
0,2,0,0.5092975206611571,0,0,0.17706407335900762,0,Second,man,True,Southampton,no,True
0,3,0,0.612603305785124,0,0,0.0,0,Third,man,True,Southampton,no,True
0,3,1,0.474862258953168,8,2,0.9472927924706906,0,Third,woman,False,Southampton,no,False
0,2,0,0.474862258953168,0,0,0.2049857156963896,1,Second,man,True,Cherbourg,no,True
0,3,0,0.14772727272727273,4,2,0.4275075848119886,0,Third,child,False,Southampton,no,False
1,2,0,0.009986225895316805,2,1,0.5311922200770228,0,Second,child,False,Southampton,yes,False
1,3,1,0.061639118457300274,0,2,0.2999874012101648,0,Third,child,False,Southampton,yes,False
0,1,0,0.474862258953168,0,0,0.6810156667654139,0,First,man,True,Southampton,no,True
1,3,1,0.474862258953168,1,0,0.2111148566972783,2,Third,woman,False,Queenstown,yes,False
1,1,0,0.7675619834710744,0,0,0.3616193190524348,0,First,man,True,Southampton,yes,True
0,3,0,0.681473829201102,1,1,0.2111148566972783,2,Third,man,True,Queenstown,no,False
0,3,0,0.612603305785124,0,0,0.1075432700329271,0,Third,man,True,Southampton,no,True
1,2,1,0.543732782369146,0,0,0.17706407335900762,0,Second,woman,False,Southampton,yes,True
0,2,0,0.31990358126721763,0,0,0.17706407335900762,0,Second,man,True,Southampton,no,True
1,3,1,0.31990358126721763,1,0,0.10697666499817828,0,Third,woman,False,Southampton,yes,False
1,2,0,0.04442148760330579,1,1,0.35412814671801524,0,Second,child,False,Southampton,yes,False
1,1,1,0.7503443526170799,0,0,0.37756598190541374,1,First,woman,False,Cherbourg,yes,True
1,1,1,0.9913911845730028,0,0,1.0,1,First,woman,False,Cherbourg,yes,True
0,3,0,0.7159090909090909,0,1,0.11446783733259783,0,Third,man,True,Southampton,no,False
0,2,1,0.4059917355371901,0,0,0.17706407335900762,0,Second,woman,False,Southampton,no,True
0,3,0,0.474862258953168,0,0,0.12939297668542865,0,Third,man,True,Southampton,no,True
0,3,0,0.578168044077135,0,0,0.08847483136349552,0,Third,man,True,Southampton,no,True
0,3,0,0.7761707988980716,0,0,0.0984067638476023,1,Third,man,True,Cherbourg,no,True
1,3,0,0.30268595041322316,0,0,0.10964352234923165,0,Third,man,True,Southampton,yes,True
0,3,1,0.027203856749311296,0,1,0.14250252827066287,0,Third,child,False,Southampton,no,False
0,3,0,0.543732782369146,1,0,0.2158819663646362,0,Third,man,True,Southampton,no,False
1,3,0,0.4404269972451791,0,0,0.2558916367871043,1,Third,man,True,Cherbourg,yes,True
1,3,1,0.26825068870523416,0,0,0.10555742834863915,2,Third,woman,False,Queenstown,yes,True
1,1,0,0.681473829201102,0,0,0.4222297133945566,1,First,man,True,Cherbourg,yes,True
0,3,0,0.4059917355371901,0,0,0.09602320901392336,0,Third,man,True,Southampton,no,True
1,2,1,0.5953856749311295,0,0,0.28602658004147385,0,Second,woman,False,Southampton,yes,True
0,3,0,0.3715564738292011,0,0,0.09874727168098502,0,Third,man,True,Southampton,no,True
0,3,0,0.474862258953168,1,0,0.10555742834863915,2,Third,man,True,Queenstown,no,False
1,1,1,0.5265151515151515,1,0,1.0,1,First,woman,False,Cherbourg,yes,False
1,3,1,0.45764462809917356,0,0,0.1079409831823181,0,Third,woman,False,Southampton,yes,True
0,2,0,0.7159090909090909,1,0,0.3677484600533235,0,Second,man,True,Southampton,no,False
1,1,1,0.543732782369146,0,0,1.0,1,First,woman,False,Cherbourg,yes,True
0,2,0,0.5092975206611571,0,0,0.14301329002073693,0,Second,man,True,Southampton,no,True
1,3,0,0.26825068870523416,0,0,0.10964352234923165,0,Third,man,True,Southampton,yes,True
0,2,0,0.45764462809917356,0,0,0.17706407335900762,0,Second,man,True,Southampton,no,True
0,3,0,0.8708677685950413,0,0,0.10964352234923165,0,Third,man,True,Southampton,no,True
1,1,0,0.647038567493113,1,0,1.0,0,First,man,True,Southampton,yes,False
0,3,0,0.3715564738292011,0,0,0.1273499296851324,0,Third,man,True,Southampton,no,True
1,2,0,0.31990358126721763,0,0,0.14301329002073693,0,Second,man,True,Southampton,yes,True
0,3,0,0.34573002754820936,0,0,0.09874727168098502,0,Third,man,True,Southampton,no,True
0,2,0,0.30268595041322316,0,0,0.17706407335900762,0,Second,man,True,Southampton,no,True
0,3,1,0.474862258953168,3,1,0.3468644336162953,0,Third,woman,False,Southampton,no,False
1,1,1,0.5953856749311295,1,0,1.0,0,First,woman,False,Southampton,yes,False
0,3,0,0.49207988980716255,0,0,0.10589793618202187,0,Third,man,True,Southampton,no,True
0,2,0,1.0,0,0,0.18387423002666176,0,Second,man,True,Southampton,no,True
1,3,1,0.07885674931129477,4,2,0.4275075848119886,0,Third,child,False,Southampton,yes,False
0,2,0,0.4059917355371901,0,0,0.14301329002073693,0,Second,man,True,Southampton,no,True
0,3,1,0.474862258953168,0,0,0.1028333656815775,0,Third,woman,False,Southampton,no,True
0,2,0,0.7503443526170799,1,0,0.35412814671801524,0,Second,man,True,Southampton,no,False
1,2,1,0.13050964187327824,0,2,0.3575332250518423,0,Second,child,False,Southampton,yes,False
0,2,0,0.31990358126721763,0,0,0.14301329002073693,0,Second,man,True,Southampton,no,True
0,2,0,0.5609504132231405,0,0,0.1671893461909091,0,Second,man,True,Southampton,no,True
0,3,1,0.474862258953168,1,0,0.1968707330112129,1,Third,woman,False,Cherbourg,no,False
0,2,0,0.49207988980716255,0,0,0.14301329002073693,0,Second,man,True,Southampton,no,True
0,3,0,0.3715564738292011,0,0,0.09704473251407147,0,Third,man,True,Southampton,no,True
0,3,0,0.5092975206611571,0,0,0.0984067638476023,1,Third,man,True,Cherbourg,no,True
0,1,0,0.7503443526170799,2,0,1.0,2,First,man,True,Queenstown,no,False
0,3,1,0.42320936639118456,0,0,0.10589793618202187,0,Third,woman,False,Southampton,no,True
1,2,1,0.4059917355371901,0,2,0.19749454336197003,0,Second,woman,False,Southampton,yes,False
1,1,0,0.6298209366391184,1,1,0.7158046710864583,0,First,man,True,Southampton,yes,False
0,2,0,0.9225206611570248,1,0,0.35412814671801524,0,Second,man,True,Southampton,no,False
0,3,0,0.474862258953168,0,0,0.09874727168098502,0,Third,man,True,Southampton,no,True
0,3,1,0.49207988980716255,1,1,0.14250252827066287,0,Third,woman,False,Southampton,no,False
0,1,0,1.0,0,0,0.3616193190524348,0,First,man,True,Southampton,no,True
0,3,0,0.5092975206611571,1,0,0.2192870446984633,0,Third,man,True,Southampton,no,False
0,3,1,0.6986914600550964,0,2,0.2753005832899185,0,Third,woman,False,Southampton,no,False
1,3,1,0.49207988980716255,0,2,0.20765257304744292,1,Third,woman,False,Cherbourg,yes,False
1,1,1,0.474862258953168,0,0,1.0,1,First,woman,False,Cherbourg,yes,True
1,1,1,0.5092975206611571,0,0,1.0,0,First,woman,False,Southampton,yes,True
1,1,1,0.5953856749311295,0,0,1.0,1,First,woman,False,Cherbourg,yes,True
1,2,1,0.8536501377410468,0,1,0.35412814671801524,0,Second,woman,False,Southampton,yes,False
1,3,0,0.04442148760330579,4,2,0.4275075848119886,0,Third,child,False,Southampton,yes,False
0,1,0,0.8880853994490359,1,1,1.0,0,First,man,True,Southampton,no,False
0,1,0,0.681473829201102,0,0,0.0,0,First,man,True,Southampton,no,True
0,3,1,0.474862258953168,0,0,0.10555742834863915,2,Third,woman,False,Queenstown,no,True
0,2,0,0.612603305785124,0,0,0.14301329002073693,0,Second,man,True,Southampton,no,True
0,3,0,0.26825068870523416,4,1,0.5405561854950472,0,Third,man,True,Southampton,no,False
1,3,0,0.42320936639118456,1,0,0.10589793618202187,0,Third,man,True,Southampton,yes,False
1,1,1,0.9913911845730028,0,1,1.0,0,First,woman,False,Southampton,yes,False
1,1,1,0.5953856749311295,0,0,1.0,0,First,woman,False,Southampton,yes,True
0,1,0,0.474862258953168,0,0,0.4222297133945566,0,First,man,True,Southampton,no,True
1,3,0,0.42320936639118456,0,0,0.0,0,Third,man,True,Southampton,yes,True
1,2,1,0.6986914600550964,0,1,0.2655961100385114,0,Second,woman,False,Southampton,yes,False
0,1,0,0.6298209366391184,0,1,0.40452330605865583,1,First,man,True,Cherbourg,no,False
1,1,1,1.0,1,0,1.0,0,First,woman,False,Southampton,yes,False
0,3,1,0.7675619834710744,0,0,0.10555742834863915,0,Third,woman,False,Southampton,no,True
0,2,0,0.474862258953168,0,0,0.0,0,Second,man,True,Southampton,no,True
0,3,0,0.11329201101928374,4,1,0.3966916258908536,2,Third,child,False,Queenstown,no,False
1,3,1,0.5953856749311295,1,1,0.2758113450399926,0,Third,woman,False,Southampton,yes,False
0,3,0,1.0,0,0,0.10555742834863915,2,Third,man,True,Queenstown,no,True
0,3,0,0.474862258953168,0,0,0.10697666499817828,0,Third,man,True,Southampton,no,True
0,3,0,0.26825068870523416,0,0,0.12939297668542865,0,Third,man,True,Southampton,no,True
1,3,0,0.31990358126721763,0,0,0.10964352234923165,0,Third,man,True,Southampton,yes,True
0,1,0,0.474862258953168,0,0,0.35412814671801524,0,First,man,True,Southampton,no,True
0,3,0,0.5609504132231405,0,0,0.11798596426710795,1,Third,man,True,Cherbourg,no,True
1,3,0,0.5092975206611571,0,0,0.12939297668542865,0,Third,man,True,Southampton,yes,True
0,3,0,0.3715564738292011,0,0,0.1075432700329271,0,Third,man,True,Southampton,no,True
1,2,0,0.7159090909090909,0,0,0.17706407335900762,0,Second,man,True,Southampton,yes,True
1,3,1,0.3715564738292011,0,0,0.10555742834863915,2,Third,woman,False,Queenstown,yes,True
1,1,1,0.4404269972451791,0,0,1.0,0,First,woman,False,Southampton,yes,True
1,1,1,0.31990358126721763,1,0,1.0,1,First,woman,False,Cherbourg,yes,False
0,2,0,0.612603305785124,0,0,0.17536153419209408,1,Second,man,True,Cherbourg,no,True
0,3,1,0.4059917355371901,0,0,0.12053977301747826,0,Third,woman,False,Southampton,no,True
0,3,0,0.4059917355371901,0,0,0.1075432700329271,0,Third,man,True,Southampton,no,True
0,3,0,0.3973829201101928,0,0,0.0984639691636106,1,Third,man,True,Cherbourg,no,True
0,1,1,0.027203856749311296,1,2,1.0,0,First,child,False,Southampton,no,False
1,1,0,0.474862258953168,0,0,0.41541955672690245,0,First,man,True,Southampton,yes,True
1,1,1,0.8536501377410468,0,1,1.0,1,First,woman,False,Cherbourg,yes,False
1,3,0,0.474862258953168,2,0,0.31667228504591743,2,Third,man,True,Queenstown,yes,False
0,3,0,0.31990358126721763,0,0,0.0,0,Third,man,True,Southampton,no,True
1,2,1,0.474862258953168,0,0,0.16821086969105722,2,Second,woman,False,Queenstown,yes,True
1,1,0,0.008608815426997245,1,2,1.0,0,First,child,False,Southampton,yes,False
1,1,1,0.474862258953168,0,0,1.0,1,First,woman,False,Cherbourg,yes,True
1,1,1,0.28546831955922863,1,0,1.0,1,First,woman,False,Cherbourg,yes,False
0,2,0,0.5092975206611571,1,0,0.3268875200473987,1,Second,man,True,Cherbourg,no,False
1,1,1,0.5092975206611571,0,0,0.775393541928432,1,First,woman,False,Cherbourg,yes,True
1,1,1,0.4059917355371901,0,0,1.0,1,First,woman,False,Cherbourg,yes,True
1,1,1,0.30268595041322316,2,2,1.0,1,First,woman,False,Cherbourg,yes,False
0,2,1,0.4404269972451791,1,1,0.35412814671801524,0,Second,woman,False,Southampton,no,False
0,2,0,0.7331267217630855,1,1,0.3575332250518423,0,Second,man,True,Southampton,no,False
1,3,1,0.4404269972451791,0,0,0.10697666499817828,0,Third,woman,False,Southampton,yes,True
1,2,1,0.4059917355371901,1,0,0.35412814671801524,0,Second,woman,False,Southampton,yes,False
0,2,0,0.9225206611570248,0,0,0.1906843866943159,0,Second,man,True,Southampton,no,True
1,1,1,0.5265151515151515,0,2,1.0,0,First,woman,False,Southampton,yes,False
1,1,1,0.681473829201102,1,1,1.0,1,First,woman,False,Cherbourg,yes,False
0,3,0,0.45764462809917356,0,0,0.1075432700329271,0,Third,man,True,Southampton,no,True
1,2,1,0.5092975206611571,0,0,0.16821086969105722,2,Second,woman,False,Queenstown,yes,True
1,2,1,0.3715564738292011,1,1,0.39498908672394006,0,Second,woman,False,Southampton,yes,False
1,1,1,0.612603305785124,0,0,1.0,1,First,woman,False,Cherbourg,yes,True
0,3,0,1.0,0,0,0.08495670442898538,0,Third,man,True,Southampton,no,True
1,2,1,0.612603305785124,0,0,0.17706407335900762,0,Second,woman,False,Southampton,yes,True
